epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,3658.77,2.22726,2.60895,0.00114,0.93933,0.93523,0.94573,0.50797,2.34783,2.48861,0.00192,0.000148696,0.000148696,0.000148696
186,3679.7,2.23712,2.62473,0.00113,0.93215,0.93924,0.94658,0.51145,2.34028,2.48094,0.00193,0.000140445,0.000140445,0.000140445
187,3700.59,2.20989,2.61247,0.00114,0.93043,0.94315,0.94713,0.5137,2.33231,2.48939,0.00192,0.000132193,0.000132193,0.000132193
188,3721.48,2.18617,2.56532,0.00111,0.9344,0.92404,0.94559,0.50805,2.34425,2.58686,0.00193,0.000123941,0.000123941,0.000123941
189,3742.35,2.23503,2.61061,0.00112,0.93283,0.92325,0.94453,0.51286,2.33922,2.59007,0.00193,0.00011569,0.00011569,0.00011569
190,3763.34,2.21043,2.58076,0.00113,0.94235,0.93034,0.94976,0.51392,2.32464,2.48766,0.00192,0.000107438,0.000107438,0.000107438
191,3793.36,2.19636,2.54643,0.00124,0.94322,0.94233,0.95203,0.49952,2.37363,2.54549,0.00196,9.91865e-05,9.91865e-05,9.91865e-05
192,3813.25,2.14372,2.49125,0.00122,0.93831,0.94484,0.95079,0.51065,2.35699,2.50617,0.00195,9.09349e-05,9.09349e-05,9.09349e-05
193,3833.2,2.17194,2.53252,0.00119,0.94562,0.9306,0.94829,0.50803,2.36669,2.49848,0.00195,8.26832e-05,8.26832e-05,8.26832e-05
194,3853.19,2.19499,2.5254,0.00122,0.94129,0.92641,0.9531,0.50143,2.37881,2.5297,0.00196,7.44316e-05,7.44316e-05,7.44316e-05
195,3873.19,2.17191,2.51114,0.00122,0.95697,0.92454,0.94242,0.50389,2.3717,2.58532,0.00195,6.61799e-05,6.61799e-05,6.61799e-05
196,3893.32,2.12373,2.46209,0.00119,0.95302,0.91813,0.94306,0.50778,2.35924,2.53073,0.00195,5.79283e-05,5.79283e-05,5.79283e-05
197,3913.42,2.1677,2.4934,0.00119,0.96071,0.92468,0.95116,0.50401,2.36816,2.48221,0.00196,4.96766e-05,4.96766e-05,4.96766e-05
198,3933.3,2.14848,2.42391,0.00123,0.94019,0.92102,0.9434,0.50606,2.36328,2.48514,0.00195,4.1425e-05,4.1425e-05,4.1425e-05
199,3953.37,2.11955,2.42068,0.00119,0.9428,0.91258,0.93478,0.50783,2.35492,2.53105,0.00195,3.31733e-05,3.31733e-05,3.31733e-05
200,3973.15,2.13637,2.45045,0.00119,0.94577,0.90863,0.93403,0.50603,2.36731,2.52803,0.00195,2.49217e-05,2.49217e-05,2.49217e-05
