epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,358.673,2.67888,5.11495,0.00138,0.88341,0.79521,0.86326,0.42742,2.38135,3.63921,0.00197,0.00151847,0.00151847,0.00151847
20,377.68,2.65606,4.93228,0.00137,0.87172,0.7947,0.84079,0.40163,2.48849,3.6579,0.00203,0.00151022,0.00151022,0.00151022
21,396.64,2.62493,4.59645,0.00137,0.89618,0.80826,0.87631,0.42692,2.44164,3.52396,0.00201,0.00150197,0.00150197,0.00150197
22,415.744,2.60345,4.49917,0.00138,0.91838,0.79169,0.87116,0.42747,2.39742,3.51909,0.00198,0.00149372,0.00149372,0.00149372
23,434.714,2.63133,4.39901,0.00141,0.87646,0.83028,0.8674,0.43093,2.44435,3.63354,0.002,0.00148546,0.00148546,0.00148546
24,454.035,2.66102,4.2639,0.00137,0.90063,0.83681,0.9046,0.42544,2.43874,3.41824,0.00201,0.00147721,0.00147721,0.00147721
25,472.989,2.63899,4.11205,0.0014,0.89896,0.82045,0.87906,0.43336,2.36741,3.36976,0.00194,0.00146896,0.00146896,0.00146896
26,492.038,2.62345,4.15984,0.00139,0.86622,0.84925,0.885,0.43387,2.41595,3.33113,0.00198,0.00146071,0.00146071,0.00146071
27,510.986,2.6424,4.0322,0.00141,0.91588,0.82906,0.87936,0.4392,2.4021,3.31947,0.00199,0.00145246,0.00145246,0.00145246
28,530.032,2.59706,4.02482,0.00139,0.92618,0.83832,0.90084,0.43908,2.42675,3.48904,0.002,0.00144421,0.00144421,0.00144421
29,549.142,2.62899,3.99231,0.00133,0.94355,0.83991,0.88975,0.43313,2.38782,3.33748,0.00196,0.00143595,0.00143595,0.00143595
30,568.081,2.55606,3.85144,0.00138,0.87754,0.86072,0.89656,0.44616,2.37405,3.21299,0.00195,0.0014277,0.0014277,0.0014277
31,587.045,2.61443,3.79318,0.00138,0.90199,0.84008,0.89522,0.42477,2.47826,3.35545,0.00204,0.00141945,0.00141945,0.00141945
32,606.133,2.60919,3.85594,0.00132,0.88732,0.86551,0.89996,0.43897,2.45941,3.25226,0.00202,0.0014112,0.0014112,0.0014112
33,625.049,2.60764,3.88857,0.00143,0.88632,0.86605,0.90578,0.43862,2.40104,3.27954,0.00197,0.00140295,0.00140295,0.00140295
34,643.539,2.57997,3.65261,0.00136,0.9214,0.87448,0.91349,0.46039,2.41941,3.04372,0.00198,0.0013947,0.0013947,0.0013947
35,661.997,2.5491,3.69129,0.00138,0.9047,0.86719,0.90617,0.45591,2.4147,3.09333,0.00199,0.00138644,0.00138644,0.00138644
36,680.487,2.57714,3.54225,0.00133,0.8754,0.85844,0.88653,0.4487,2.40522,3.05057,0.00201,0.00137819,0.00137819,0.00137819
37,698.993,2.6324,3.72797,0.00135,0.89747,0.87217,0.90712,0.46818,2.36459,3.0469,0.00194,0.00136994,0.00136994,0.00136994
38,717.714,2.59774,3.56837,0.00135,0.87936,0.85534,0.88441,0.44975,2.41397,3.01187,0.00199,0.00136169,0.00136169,0.00136169
39,736.2,2.56865,3.60896,0.00131,0.88537,0.86507,0.8975,0.45621,2.36974,3.08816,0.00197,0.00135344,0.00135344,0.00135344
40,754.684,2.60857,3.55058,0.00138,0.90743,0.84774,0.91547,0.45284,2.37884,3.13588,0.00193,0.00134519,0.00134519,0.00134519
41,773.132,2.50827,3.5936,0.00133,0.92234,0.86647,0.90386,0.47475,2.35813,3.11826,0.00193,0.00133693,0.00133693,0.00133693
42,791.663,2.56328,3.52357,0.00134,0.8857,0.86445,0.88603,0.45858,2.36728,2.99729,0.00193,0.00132868,0.00132868,0.00132868
43,810.099,2.51685,3.4454,0.00133,0.89568,0.89147,0.91994,0.4608,2.36106,2.94126,0.00193,0.00132043,0.00132043,0.00132043
44,828.729,2.57184,3.45414,0.00135,0.89025,0.85259,0.89244,0.44365,2.44011,3.04697,0.00199,0.00131218,0.00131218,0.00131218
45,847.214,2.57782,3.41019,0.00133,0.92738,0.87981,0.92729,0.45495,2.3815,2.87664,0.00194,0.00130393,0.00130393,0.00130393
46,865.763,2.58128,3.53963,0.00134,0.8977,0.87526,0.92001,0.46777,2.36027,3.04833,0.00192,0.00129568,0.00129568,0.00129568
47,884.22,2.54219,3.46867,0.0013,0.8785,0.87817,0.90657,0.47895,2.34628,2.97712,0.00192,0.00128742,0.00128742,0.00128742
48,902.72,2.51445,3.57931,0.00135,0.89002,0.87124,0.9282,0.46456,2.37824,3.00947,0.00195,0.00127917,0.00127917,0.00127917
49,921.299,2.55161,3.35532,0.00133,0.88745,0.86722,0.91518,0.46376,2.36587,2.90547,0.00194,0.00127092,0.00127092,0.00127092
50,939.767,2.56506,3.41239,0.00132,0.91769,0.88499,0.92271,0.44919,2.39526,2.84561,0.00195,0.00126267,0.00126267,0.00126267
51,958.379,2.48772,3.33021,0.00132,0.89667,0.87992,0.90768,0.46229,2.38342,2.8566,0.00195,0.00125442,0.00125442,0.00125442
52,976.931,2.54868,3.41862,0.00128,0.90048,0.91489,0.92138,0.46089,2.35736,2.85783,0.00193,0.00124617,0.00124617,0.00124617
53,995.36,2.48898,3.38149,0.00127,0.88525,0.89729,0.91208,0.46614,2.34239,2.84087,0.00192,0.00123791,0.00123791,0.00123791
54,1013.86,2.53892,3.27487,0.00134,0.95466,0.89197,0.93393,0.48695,2.37377,2.80969,0.00194,0.00122966,0.00122966,0.00122966
55,1032.52,2.51699,3.25932,0.00133,0.95712,0.86931,0.92629,0.48391,2.36217,2.92147,0.00193,0.00122141,0.00122141,0.00122141
56,1051.07,2.53156,3.2075,0.00128,0.92731,0.88427,0.92033,0.47628,2.37281,2.80817,0.00196,0.00121316,0.00121316,0.00121316
57,1069.5,2.57948,3.29553,0.00132,0.90779,0.8811,0.91174,0.46997,2.357,2.98991,0.00191,0.00120491,0.00120491,0.00120491
58,1088.03,2.6428,3.32584,0.00138,0.93699,0.90675,0.94282,0.47751,2.3804,2.93647,0.00194,0.00119666,0.00119666,0.00119666
59,1106.54,2.50824,3.27122,0.00129,0.94196,0.88552,0.93573,0.47988,2.34677,2.89924,0.00192,0.0011884,0.0011884,0.0011884
60,1125.02,2.5093,3.23433,0.00131,0.9099,0.88095,0.92952,0.48164,2.37911,2.87144,0.00194,0.00118015,0.00118015,0.00118015
61,1143.51,2.52837,3.29673,0.0013,0.90327,0.90273,0.93744,0.4587,2.40014,2.95539,0.00196,0.0011719,0.0011719,0.0011719
62,1162.22,2.52676,3.26751,0.00126,0.95315,0.85978,0.92673,0.47919,2.31818,2.89203,0.0019,0.00116365,0.00116365,0.00116365
63,1180.68,2.48208,3.18753,0.00126,0.91872,0.8973,0.94815,0.4809,2.34835,2.87722,0.00192,0.0011554,0.0011554,0.0011554
64,1199.14,2.44228,3.17448,0.00123,0.90603,0.89876,0.92529,0.47733,2.39713,2.92577,0.00197,0.00114715,0.00114715,0.00114715
65,1217.1,2.47311,3.13861,0.00132,0.90113,0.90058,0.92253,0.47397,2.3518,2.65303,0.00194,0.00113889,0.00113889,0.00113889
66,1233.83,2.50016,3.08894,0.00132,0.90063,0.90889,0.93234,0.48986,2.34004,2.71822,0.00192,0.00113064,0.00113064,0.00113064
67,1250.76,2.55207,3.27655,0.0013,0.91396,0.87979,0.92135,0.48388,2.32267,2.91787,0.0019,0.00112239,0.00112239,0.00112239
68,1267.59,2.46677,3.00824,0.00126,0.91847,0.89906,0.94057,0.46767,2.36341,2.80124,0.00193,0.00111414,0.00111414,0.00111414
69,1284.26,2.48121,3.02143,0.0013,0.91632,0.89551,0.92618,0.47988,2.35363,2.7656,0.00192,0.00110589,0.00110589,0.00110589
70,1301.01,2.47559,3.12813,0.00128,0.95533,0.9038,0.93955,0.48102,2.34215,2.71961,0.00191,0.00109764,0.00109764,0.00109764
71,1317.83,2.58758,3.20631,0.00135,0.90532,0.92128,0.94698,0.48169,2.39631,2.91027,0.00194,0.00108938,0.00108938,0.00108938
72,1335.24,2.54868,3.21453,0.00132,0.92521,0.88544,0.93075,0.48595,2.31484,2.87987,0.00188,0.00108113,0.00108113,0.00108113
73,1352.78,2.46715,3.19474,0.00125,0.90021,0.89764,0.92499,0.48534,2.29385,2.88213,0.00187,0.00107288,0.00107288,0.00107288
74,1370.27,2.44437,3.12699,0.00127,0.9116,0.88795,0.93558,0.48758,2.34146,2.87264,0.00193,0.00106463,0.00106463,0.00106463
75,1387.68,2.42503,3.05284,0.00129,0.92284,0.90862,0.93801,0.49536,2.33484,2.74279,0.00191,0.00105638,0.00105638,0.00105638
76,1405.19,2.43232,3.02016,0.00127,0.93227,0.88317,0.93545,0.48647,2.34023,2.71573,0.00191,0.00104813,0.00104813,0.00104813
77,1422.58,2.43018,3.08533,0.00125,0.91532,0.88939,0.9346,0.49112,2.32613,2.79663,0.00189,0.00103987,0.00103987,0.00103987
78,1439.95,2.45634,3.05045,0.00124,0.92821,0.90897,0.93627,0.49732,2.31181,2.81846,0.00189,0.00103162,0.00103162,0.00103162
79,1457.35,2.49177,3.08034,0.00128,0.89337,0.92456,0.92647,0.49079,2.34303,2.7286,0.00191,0.00102337,0.00102337,0.00102337
80,1474.49,2.52909,3.11336,0.00131,0.90613,0.90889,0.92965,0.49288,2.32609,2.7259,0.0019,0.00101512,0.00101512,0.00101512
81,1491.49,2.53716,3.05625,0.00126,0.93794,0.88391,0.94422,0.4717,2.37724,2.78101,0.00194,0.00100687,0.00100687,0.00100687
82,1508.3,2.46235,3.05992,0.00127,0.91714,0.91068,0.94225,0.49636,2.33672,2.70769,0.00192,0.000998616,0.000998616,0.000998616
83,1525.07,2.4488,3.04445,0.00121,0.91571,0.90271,0.9364,0.50468,2.32193,2.71904,0.0019,0.000990365,0.000990365,0.000990365
84,1541.9,2.42757,3.03137,0.00126,0.91734,0.89932,0.93404,0.50406,2.3246,2.69294,0.0019,0.000982113,0.000982113,0.000982113
85,1560.65,2.45902,3.03629,0.00126,0.93627,0.89706,0.93249,0.48707,2.35637,2.62229,0.00192,0.000973861,0.000973861,0.000973861
86,1579.2,2.44138,3.02464,0.00124,0.90605,0.90253,0.93468,0.48695,2.32678,2.73887,0.00191,0.00096561,0.00096561,0.00096561
87,1597.61,2.42038,3.07362,0.00125,0.92381,0.89569,0.94119,0.50047,2.37377,2.62386,0.00195,0.000957358,0.000957358,0.000957358
88,1616.1,2.44834,2.95682,0.00126,0.95356,0.86533,0.92679,0.47661,2.37843,2.53215,0.00195,0.000949106,0.000949106,0.000949106
89,1634.54,2.42082,2.94114,0.00127,0.92914,0.89931,0.91393,0.48923,2.32984,2.5799,0.00191,0.000940855,0.000940855,0.000940855
90,1653.05,2.42153,3.06617,0.00121,0.93397,0.91855,0.94006,0.48565,2.3464,2.7458,0.00193,0.000932603,0.000932603,0.000932603
91,1671.89,2.39537,2.96073,0.00123,0.92348,0.91626,0.94336,0.48665,2.31766,2.71823,0.00191,0.000924352,0.000924352,0.000924352
92,1693.6,2.42666,2.99619,0.00122,0.94372,0.90775,0.94824,0.50052,2.33161,2.61018,0.0019,0.0009161,0.0009161,0.0009161
93,1715.33,2.43784,3.11035,0.00124,0.91847,0.89656,0.94268,0.49767,2.31689,2.65636,0.00191,0.000907848,0.000907848,0.000907848
94,1736.63,2.38902,2.95884,0.00124,0.93161,0.8991,0.93962,0.47869,2.36279,2.80482,0.00192,0.000899597,0.000899597,0.000899597
95,1757.69,2.37216,2.88881,0.00125,0.92754,0.89406,0.93269,0.48607,2.32922,2.737,0.0019,0.000891345,0.000891345,0.000891345
96,1779.06,2.4271,3.02328,0.00126,0.94121,0.90474,0.94962,0.49458,2.35269,2.63124,0.00194,0.000883093,0.000883093,0.000883093
97,1800.21,2.39417,2.99735,0.00124,0.89998,0.91853,0.93385,0.48877,2.35586,2.63559,0.00193,0.000874842,0.000874842,0.000874842
98,1821.34,2.46685,3.01949,0.00124,0.89957,0.90261,0.92897,0.49592,2.30568,2.64087,0.00191,0.00086659,0.00086659,0.00086659
99,1842.5,2.41081,2.93147,0.00121,0.94013,0.90516,0.93912,0.49592,2.34149,2.67176,0.00194,0.000858338,0.000858338,0.000858338
100,1863.7,2.44339,2.92475,0.00125,0.92659,0.92319,0.9382,0.48984,2.35277,2.66673,0.00193,0.000850087,0.000850087,0.000850087
101,1884.84,2.39672,2.97367,0.00123,0.9168,0.93157,0.94461,0.49813,2.32527,2.6928,0.00191,0.000841835,0.000841835,0.000841835
102,1906.23,2.43642,2.953,0.00124,0.91309,0.92447,0.93901,0.49848,2.3111,2.65759,0.00188,0.000833583,0.000833583,0.000833583
103,1927.39,2.39705,2.87182,0.00121,0.93448,0.90857,0.94822,0.48622,2.34862,2.69155,0.00195,0.000825332,0.000825332,0.000825332
104,1948.66,2.39831,2.90454,0.00122,0.9371,0.90949,0.9458,0.50183,2.29069,2.78953,0.00186,0.00081708,0.00081708,0.00081708
105,1970.03,2.41936,2.94601,0.00121,0.92092,0.91828,0.94672,0.49314,2.33166,2.63399,0.00191,0.000808828,0.000808828,0.000808828
106,1991.23,2.38492,2.89836,0.00125,0.9165,0.90828,0.92793,0.49501,2.30396,2.72472,0.00189,0.000800577,0.000800577,0.000800577
107,2012.35,2.41119,2.93764,0.00124,0.90645,0.89002,0.93475,0.49597,2.30033,2.63017,0.00188,0.000792325,0.000792325,0.000792325
108,2033.61,2.40071,2.9957,0.00122,0.9408,0.89097,0.93073,0.49737,2.28653,2.81497,0.00187,0.000784073,0.000784073,0.000784073
109,2054.72,2.40105,2.9598,0.00125,0.91062,0.91736,0.94305,0.49647,2.31956,2.61952,0.00189,0.000775822,0.000775822,0.000775822
110,2075.79,2.41972,2.90931,0.00124,0.9296,0.90698,0.94405,0.49639,2.29324,2.63479,0.00188,0.00076757,0.00076757,0.00076757
111,2096.9,2.38728,2.8611,0.00121,0.93839,0.91949,0.9454,0.49975,2.32201,2.63959,0.0019,0.000759318,0.000759318,0.000759318
112,2117.95,2.38841,2.85647,0.00123,0.92507,0.91875,0.95359,0.49994,2.3195,2.61068,0.0019,0.000751067,0.000751067,0.000751067
113,2139.1,2.35291,2.85449,0.00122,0.93577,0.92323,0.94414,0.50172,2.3077,2.72047,0.00189,0.000742815,0.000742815,0.000742815
114,2160.35,2.37332,2.78587,0.00126,0.92077,0.91295,0.9489,0.49974,2.32139,2.55712,0.0019,0.000734564,0.000734564,0.000734564
115,2181.39,2.37415,2.81465,0.0012,0.91613,0.93917,0.95467,0.50083,2.31009,2.51595,0.0019,0.000726312,0.000726312,0.000726312
116,2202.65,2.36153,2.83899,0.00118,0.92451,0.91397,0.94996,0.50723,2.30657,2.59416,0.00188,0.00071806,0.00071806,0.00071806
117,2223.87,2.35949,2.86029,0.00119,0.9472,0.92127,0.9545,0.52559,2.2825,2.68843,0.00187,0.000709809,0.000709809,0.000709809
118,2244.97,2.33555,2.8515,0.00116,0.9243,0.91194,0.94175,0.49842,2.33733,2.56457,0.00191,0.000701557,0.000701557,0.000701557
119,2266.25,2.32432,2.82356,0.0012,0.92177,0.92882,0.94569,0.50069,2.32624,2.5263,0.00189,0.000693305,0.000693305,0.000693305
120,2287.36,2.33285,2.85623,0.0012,0.94628,0.89664,0.94202,0.50482,2.30477,2.62377,0.00187,0.000685054,0.000685054,0.000685054
121,2308.59,2.37127,2.85603,0.00119,0.93823,0.88985,0.9369,0.48586,2.33484,2.60432,0.00189,0.000676802,0.000676802,0.000676802
122,2329.81,2.37742,2.86951,0.00118,0.92889,0.91119,0.94445,0.49365,2.31589,2.67129,0.00188,0.00066855,0.00066855,0.00066855
123,2350.89,2.39851,2.89131,0.00123,0.92348,0.92403,0.94775,0.4831,2.36705,2.68561,0.00193,0.000660299,0.000660299,0.000660299
124,2372.12,2.38325,2.79469,0.00119,0.93822,0.92433,0.95006,0.5034,2.32378,2.58341,0.0019,0.000652047,0.000652047,0.000652047
125,2393.19,2.34802,2.799,0.00125,0.95504,0.91559,0.94255,0.49738,2.31584,2.54144,0.0019,0.000643795,0.000643795,0.000643795
126,2414.53,2.3313,2.74441,0.00115,0.93593,0.94037,0.9416,0.5135,2.30102,2.5866,0.00188,0.000635544,0.000635544,0.000635544
127,2435.48,2.33925,2.86512,0.00127,0.94701,0.90745,0.94546,0.51081,2.3136,2.44004,0.0019,0.000627292,0.000627292,0.000627292
128,2456.68,2.3637,2.82252,0.00118,0.94405,0.91435,0.9426,0.51285,2.29903,2.63449,0.00188,0.00061904,0.00061904,0.00061904
129,2477.76,2.32063,2.77326,0.00119,0.91662,0.91738,0.93932,0.51115,2.29602,2.53397,0.00187,0.000610789,0.000610789,0.000610789
130,2498.75,2.35348,2.84053,0.00118,0.94814,0.90467,0.94613,0.50642,2.30701,2.66227,0.00187,0.000602537,0.000602537,0.000602537
131,2520.05,2.32648,2.86367,0.00115,0.92118,0.91844,0.95116,0.50919,2.28528,2.67615,0.00187,0.000594286,0.000594286,0.000594286
132,2541.2,2.34218,2.91816,0.00118,0.92202,0.91945,0.93818,0.50616,2.29115,2.64565,0.00188,0.000586034,0.000586034,0.000586034
133,2562.3,2.36266,2.91496,0.0012,0.93503,0.9093,0.94271,0.50749,2.31844,2.60961,0.00189,0.000577782,0.000577782,0.000577782
134,2583.35,2.31734,2.78573,0.00121,0.92255,0.93114,0.95207,0.51191,2.32863,2.6044,0.0019,0.000569531,0.000569531,0.000569531
135,2604.57,2.35463,2.84775,0.00118,0.92437,0.91562,0.94642,0.49862,2.3117,2.50686,0.00189,0.000561279,0.000561279,0.000561279
136,2625.7,2.34736,2.80898,0.00118,0.96272,0.90593,0.96023,0.51292,2.31027,2.5141,0.0019,0.000553027,0.000553027,0.000553027
137,2647.09,2.31917,2.8061,0.00118,0.93124,0.92196,0.96067,0.50996,2.30513,2.54813,0.00189,0.000544776,0.000544776,0.000544776
138,2668.21,2.36585,2.81133,0.0012,0.93478,0.92234,0.95128,0.50324,2.32701,2.58563,0.00191,0.000536524,0.000536524,0.000536524
139,2689.5,2.30872,2.72932,0.0012,0.94001,0.92214,0.9564,0.51109,2.32822,2.61851,0.00191,0.000528272,0.000528272,0.000528272
140,2710.68,2.34553,2.82796,0.00117,0.91872,0.91787,0.94345,0.50911,2.31552,2.70656,0.0019,0.000520021,0.000520021,0.000520021
141,2731.96,2.37946,2.83789,0.00116,0.92093,0.91945,0.9447,0.50089,2.32215,2.60272,0.0019,0.000511769,0.000511769,0.000511769
142,2752.96,2.26337,2.64908,0.00121,0.9435,0.91851,0.9479,0.51831,2.31492,2.50484,0.00189,0.000503517,0.000503517,0.000503517
143,2774.31,2.29477,2.81765,0.00114,0.91647,0.92429,0.95314,0.51154,2.2864,2.54936,0.00188,0.000495266,0.000495266,0.000495266
144,2795.61,2.31329,2.77111,0.00116,0.94482,0.91673,0.94759,0.50465,2.30275,2.53865,0.00188,0.000487014,0.000487014,0.000487014
145,2816.85,2.3139,2.86713,0.00112,0.95005,0.92247,0.94999,0.50576,2.31977,2.64727,0.00189,0.000478762,0.000478762,0.000478762
146,2838.08,2.31351,2.814,0.00114,0.94176,0.92366,0.94843,0.50963,2.30261,2.56257,0.0019,0.000470511,0.000470511,0.000470511
147,2859.26,2.29664,2.77467,0.00117,0.92957,0.92755,0.94989,0.51039,2.34171,2.5831,0.00191,0.000462259,0.000462259,0.000462259
148,2880.36,2.317,2.75797,0.00117,0.9224,0.92981,0.94642,0.51749,2.32297,2.65787,0.00191,0.000454007,0.000454007,0.000454007
149,2901.84,2.30848,2.72465,0.00115,0.9139,0.92957,0.94599,0.51455,2.32404,2.4916,0.00191,0.000445756,0.000445756,0.000445756
150,2923.07,2.28906,2.70412,0.00116,0.90695,0.92655,0.9491,0.51771,2.30579,2.53984,0.0019,0.000437504,0.000437504,0.000437504
151,2944.29,2.28216,2.74999,0.00113,0.94343,0.90175,0.9516,0.5125,2.31347,2.63864,0.00189,0.000429253,0.000429253,0.000429253
152,2965.58,2.29811,2.8084,0.00112,0.93231,0.92095,0.95193,0.51372,2.28696,2.67093,0.00188,0.000421001,0.000421001,0.000421001
153,2986.75,2.27051,2.7894,0.00115,0.93859,0.91882,0.95175,0.5095,2.31948,2.56772,0.0019,0.000412749,0.000412749,0.000412749
154,3007.82,2.27998,2.69723,0.00116,0.93157,0.94317,0.95599,0.51337,2.31872,2.50579,0.00191,0.000404498,0.000404498,0.000404498
155,3029.03,2.25918,2.73727,0.0012,0.93188,0.90625,0.94868,0.50948,2.30832,2.6513,0.0019,0.000396246,0.000396246,0.000396246
156,3050.13,2.29073,2.69227,0.00117,0.93455,0.92196,0.9549,0.51941,2.31027,2.5762,0.0019,0.000387994,0.000387994,0.000387994
157,3071.34,2.24832,2.64035,0.00114,0.93487,0.90717,0.94705,0.51005,2.31538,2.57264,0.0019,0.000379743,0.000379743,0.000379743
158,3092.51,2.27462,2.68211,0.00114,0.93234,0.9117,0.94766,0.51098,2.32645,2.51049,0.00192,0.000371491,0.000371491,0.000371491
159,3113.59,2.31027,2.6997,0.00114,0.92758,0.92626,0.94897,0.51194,2.30319,2.67069,0.0019,0.000363239,0.000363239,0.000363239
160,3134.79,2.26218,2.62712,0.00113,0.9434,0.91593,0.94341,0.50672,2.30043,2.59794,0.00188,0.000354988,0.000354988,0.000354988
161,3156.02,2.28483,2.72687,0.00116,0.93098,0.92404,0.94327,0.51231,2.31923,2.67578,0.0019,0.000346736,0.000346736,0.000346736
162,3177.35,2.29233,2.75242,0.00115,0.93533,0.92751,0.94962,0.50462,2.30497,2.70495,0.00189,0.000338484,0.000338484,0.000338484
163,3198.27,2.23927,2.5742,0.00117,0.92953,0.95495,0.95924,0.50584,2.3232,2.50121,0.00191,0.000330233,0.000330233,0.000330233
164,3219.33,2.29193,2.69454,0.00112,0.93389,0.91813,0.9476,0.5118,2.31135,2.58084,0.00189,0.000321981,0.000321981,0.000321981
165,3240.39,2.29289,2.66119,0.00114,0.94182,0.91848,0.94393,0.51028,2.30939,2.42617,0.0019,0.000313729,0.000313729,0.000313729
166,3261.53,2.29167,2.72517,0.00112,0.95578,0.91458,0.94875,0.51176,2.34349,2.5541,0.00192,0.000305478,0.000305478,0.000305478
167,3282.36,2.23143,2.64478,0.00117,0.93769,0.92086,0.94666,0.50657,2.322,2.51283,0.00191,0.000297226,0.000297226,0.000297226
168,3303.14,2.27718,2.7097,0.00113,0.94717,0.91783,0.94702,0.50958,2.30847,2.65421,0.00189,0.000288974,0.000288974,0.000288974
169,3324.13,2.23474,2.65834,0.00113,0.95684,0.90856,0.94599,0.51503,2.3102,2.49141,0.00191,0.000280723,0.000280723,0.000280723
170,3345.07,2.23811,2.67578,0.00114,0.94538,0.91794,0.94373,0.50902,2.32213,2.60892,0.0019,0.000272471,0.000272471,0.000272471
171,3366.1,2.23714,2.63145,0.00113,0.96307,0.92474,0.94824,0.51758,2.34457,2.50182,0.00192,0.00026422,0.00026422,0.00026422
172,3387.1,2.24621,2.62841,0.00113,0.94044,0.92512,0.94884,0.51542,2.31707,2.53203,0.0019,0.000255968,0.000255968,0.000255968
173,3408.08,2.25859,2.62793,0.00116,0.93448,0.93123,0.94576,0.50416,2.31858,2.48144,0.0019,0.000247716,0.000247716,0.000247716
174,3429.02,2.20923,2.59887,0.00112,0.95063,0.92253,0.94776,0.5144,2.31201,2.4603,0.0019,0.000239465,0.000239465,0.000239465
175,3449.94,2.25967,2.66872,0.00111,0.94857,0.92469,0.94711,0.5145,2.32481,2.59068,0.00192,0.000231213,0.000231213,0.000231213
176,3470.78,2.22277,2.61776,0.00116,0.94487,0.93118,0.946,0.50651,2.33697,2.47811,0.00192,0.000222961,0.000222961,0.000222961
177,3491.76,2.26068,2.62389,0.00114,0.93644,0.94116,0.95043,0.51188,2.33216,2.56515,0.00192,0.00021471,0.00021471,0.00021471
178,3512.75,2.24899,2.66344,0.00114,0.93259,0.92439,0.94431,0.50318,2.33472,2.53575,0.00191,0.000206458,0.000206458,0.000206458
179,3533.49,2.22411,2.60048,0.00114,0.94265,0.93439,0.94467,0.521,2.32374,2.44321,0.00192,0.000198206,0.000198206,0.000198206
180,3554.42,2.28051,2.66958,0.00112,0.94029,0.93237,0.94451,0.50858,2.33577,2.63972,0.00192,0.000189955,0.000189955,0.000189955
181,3575.19,2.25533,2.63122,0.00111,0.94266,0.93855,0.94635,0.51456,2.31473,2.50807,0.0019,0.000181703,0.000181703,0.000181703
182,3596.02,2.18564,2.56259,0.00112,0.94615,0.9453,0.94761,0.51534,2.31877,2.41128,0.00191,0.000173451,0.000173451,0.000173451
183,3616.97,2.26264,2.57493,0.00109,0.94428,0.938,0.94631,0.51689,2.32624,2.49513,0.00191,0.0001652,0.0001652,0.0001652
184,3637.88,2.19907,2.59269,0.00112,0.94104,0.93887,0.94622,0.50758,2.32233,2.50809,0.00191,0.000156948,0.000156948,0.000156948
