epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,2304.28,2.44938,3.01701,0.00128,0.93607,0.89893,0.93289,0.49622,2.3084,2.50359,0.00187,0.00130393,0.00130393,0.00130393
57,2347.33,2.46736,2.96198,0.00126,0.92485,0.89273,0.92777,0.49133,2.35585,2.56883,0.00193,0.00129733,0.00129733,0.00129733
58,2390.11,2.43879,3.02067,0.00124,0.92538,0.90971,0.9406,0.48649,2.3307,2.65154,0.00188,0.00129072,0.00129072,0.00129072
59,2432.74,2.45575,3.0413,0.00126,0.91775,0.89804,0.93029,0.4878,2.33914,2.61172,0.00191,0.00128412,0.00128412,0.00128412
60,2475.86,2.44417,2.96702,0.00123,0.91084,0.90638,0.93511,0.4871,2.27593,2.6886,0.00183,0.00127752,0.00127752,0.00127752
61,2518.51,2.44791,3.00848,0.00126,0.9241,0.86991,0.92421,0.48764,2.29227,2.70573,0.00185,0.00127092,0.00127092,0.00127092
62,2561.3,2.47619,3.0307,0.00124,0.91369,0.90138,0.93253,0.48259,2.29406,2.59538,0.00185,0.00126432,0.00126432,0.00126432
63,2604.05,2.43159,2.91768,0.00126,0.92833,0.89807,0.93809,0.49198,2.293,2.54802,0.00185,0.00125772,0.00125772,0.00125772
64,2646.36,2.45583,2.93208,0.00122,0.93926,0.87968,0.92162,0.49343,2.31452,2.54074,0.00189,0.00125112,0.00125112,0.00125112
65,2688.84,2.42083,2.93937,0.00122,0.93345,0.89465,0.92728,0.49354,2.29145,2.58556,0.00185,0.00124452,0.00124452,0.00124452
66,2731.27,2.43863,2.90063,0.00123,0.93685,0.89533,0.93249,0.48617,2.31398,2.56429,0.00187,0.00123791,0.00123791,0.00123791
67,2773.6,2.40927,2.86691,0.00123,0.94673,0.91352,0.93637,0.4894,2.2993,2.57404,0.00187,0.00123131,0.00123131,0.00123131
68,2815.89,2.39819,2.86447,0.00124,0.93183,0.88737,0.92806,0.48708,2.34733,2.54897,0.0019,0.00122471,0.00122471,0.00122471
69,2858.21,2.43217,2.90615,0.00124,0.94405,0.89217,0.93347,0.49141,2.30167,2.52996,0.00186,0.00121811,0.00121811,0.00121811
70,2900.58,2.42172,2.95736,0.00124,0.91677,0.88256,0.92271,0.49328,2.27402,2.65845,0.00183,0.00121151,0.00121151,0.00121151
71,2942.81,2.42547,2.83336,0.00124,0.92208,0.91147,0.94,0.49664,2.32671,2.55368,0.00189,0.00120491,0.00120491,0.00120491
72,2985.79,2.3928,2.84124,0.00123,0.93449,0.9046,0.92978,0.48347,2.29616,2.5456,0.00187,0.00119831,0.00119831,0.00119831
73,3028.05,2.39724,2.88811,0.0012,0.93815,0.89217,0.9281,0.49737,2.29253,2.54588,0.00186,0.0011917,0.0011917,0.0011917
74,3070.4,2.41672,2.85802,0.00124,0.94564,0.89198,0.9242,0.49517,2.28611,2.55357,0.00184,0.0011851,0.0011851,0.0011851
75,3112.7,2.40284,2.95083,0.00122,0.95797,0.89605,0.94024,0.50703,2.26772,2.63291,0.00183,0.0011785,0.0011785,0.0011785
76,3154.94,2.37069,2.82379,0.00122,0.93421,0.89894,0.92919,0.51024,2.27001,2.59496,0.00184,0.0011719,0.0011719,0.0011719
77,3197.33,2.40603,2.84462,0.00123,0.93268,0.88978,0.92248,0.48789,2.34486,2.55124,0.0019,0.0011653,0.0011653,0.0011653
78,3239.63,2.38297,2.87952,0.00123,0.93815,0.90646,0.93346,0.50249,2.30846,2.51248,0.00188,0.0011587,0.0011587,0.0011587
79,3281.82,2.392,2.82828,0.00122,0.94257,0.89367,0.93944,0.49847,2.28368,2.51687,0.00186,0.0011521,0.0011521,0.0011521
80,3324.04,2.39451,2.8223,0.00123,0.9445,0.89166,0.93188,0.50036,2.28797,2.49562,0.00187,0.0011455,0.0011455,0.0011455
81,3366.25,2.36072,2.85752,0.0012,0.93785,0.87695,0.92924,0.49346,2.30614,2.56115,0.00187,0.00113889,0.00113889,0.00113889
82,3408.66,2.3654,2.83441,0.00123,0.95426,0.88337,0.93402,0.50069,2.33022,2.57932,0.00189,0.00113229,0.00113229,0.00113229
83,3450.93,2.33347,2.78197,0.0012,0.94421,0.90928,0.94412,0.50767,2.27046,2.45968,0.00184,0.00112569,0.00112569,0.00112569
84,3493.12,2.3791,2.83333,0.00122,0.93944,0.89162,0.94084,0.50053,2.27304,2.55584,0.00183,0.00111909,0.00111909,0.00111909
85,3535.4,2.34219,2.76968,0.00119,0.94225,0.9116,0.94468,0.50881,2.25158,2.49242,0.00182,0.00111249,0.00111249,0.00111249
86,3577.68,2.35247,2.77415,0.0012,0.92718,0.9027,0.94072,0.50983,2.26016,2.49143,0.00183,0.00110589,0.00110589,0.00110589
87,3619.96,2.33706,2.77594,0.00119,0.93211,0.90403,0.93713,0.50499,2.27324,2.50709,0.00184,0.00109929,0.00109929,0.00109929
88,3662.21,2.33941,2.77802,0.00121,0.93803,0.92016,0.94718,0.49811,2.28575,2.49293,0.00186,0.00109269,0.00109269,0.00109269
89,3704.74,2.38261,2.81136,0.00121,0.93109,0.89979,0.94308,0.49849,2.28997,2.61778,0.00186,0.00108608,0.00108608,0.00108608
90,3746.86,2.35149,2.85,0.00119,0.92346,0.8935,0.93277,0.49852,2.27965,2.61651,0.00184,0.00107948,0.00107948,0.00107948
91,3788.89,2.33958,2.73721,0.0012,0.93604,0.91265,0.94445,0.5062,2.27481,2.53497,0.00183,0.00107288,0.00107288,0.00107288
92,3831.15,2.34738,2.76337,0.00122,0.93364,0.91169,0.94065,0.50791,2.26743,2.50309,0.00184,0.00106628,0.00106628,0.00106628
93,3873.48,2.34763,2.7115,0.0012,0.9513,0.89945,0.92674,0.50274,2.27174,2.48254,0.00184,0.00105968,0.00105968,0.00105968
94,3915.71,2.32676,2.78134,0.00118,0.93684,0.87975,0.92867,0.50522,2.27304,2.50394,0.00185,0.00105308,0.00105308,0.00105308
95,3957.99,2.33915,2.76463,0.0012,0.93235,0.89384,0.93534,0.50693,2.27024,2.54237,0.00184,0.00104648,0.00104648,0.00104648
96,4000.35,2.36647,2.69398,0.0012,0.9424,0.9083,0.9467,0.50976,2.30715,2.44976,0.00187,0.00103987,0.00103987,0.00103987
97,4042.77,2.34206,2.76482,0.00117,0.93787,0.91016,0.93721,0.50185,2.28142,2.54824,0.00187,0.00103327,0.00103327,0.00103327
98,4087.35,2.32911,2.76001,0.00118,0.93988,0.90847,0.94177,0.5074,2.25164,2.56766,0.00183,0.00102667,0.00102667,0.00102667
99,4131.77,2.34639,2.71193,0.00119,0.93079,0.90852,0.93149,0.51033,2.25937,2.5257,0.00183,0.00102007,0.00102007,0.00102007
100,4175.88,2.31996,2.69223,0.00117,0.94457,0.90675,0.94389,0.51529,2.22215,2.48166,0.0018,0.00101347,0.00101347,0.00101347
101,4219.91,2.32069,2.70867,0.00119,0.94843,0.91106,0.94243,0.50086,2.26991,2.48824,0.00182,0.00100687,0.00100687,0.00100687
102,4263.92,2.33586,2.71466,0.00121,0.94769,0.90714,0.94918,0.51487,2.26921,2.48644,0.00184,0.00100027,0.00100027,0.00100027
103,4308.54,2.34907,2.75024,0.00118,0.92194,0.9213,0.93968,0.50454,2.26389,2.49038,0.00183,0.000993665,0.000993665,0.000993665
104,4353.44,2.30769,2.69473,0.00115,0.92508,0.91016,0.93483,0.50991,2.26527,2.4185,0.00184,0.000987064,0.000987064,0.000987064
105,4396.89,2.30533,2.67506,0.00117,0.94609,0.87532,0.92947,0.50413,2.26404,2.57151,0.00184,0.000980463,0.000980463,0.000980463
106,4439.25,2.28747,2.63746,0.0012,0.92392,0.88841,0.92823,0.49875,2.32213,2.50529,0.00191,0.000973861,0.000973861,0.000973861
107,4481.94,2.28184,2.64956,0.00117,0.93742,0.91393,0.94301,0.50708,2.24226,2.5274,0.00181,0.00096726,0.00096726,0.00096726
108,4524.68,2.34039,2.72895,0.00117,0.92375,0.91368,0.93584,0.50457,2.28903,2.44291,0.00185,0.000960659,0.000960659,0.000960659
109,4567.26,2.32803,2.71859,0.00115,0.93028,0.905,0.92364,0.50001,2.25431,2.52534,0.00183,0.000954057,0.000954057,0.000954057
110,4609.94,2.31315,2.68698,0.00117,0.9436,0.89988,0.9407,0.51036,2.30465,2.4739,0.00189,0.000947456,0.000947456,0.000947456
111,4652.42,2.32357,2.71925,0.00116,0.95549,0.90281,0.94003,0.51781,2.26212,2.46699,0.00182,0.000940855,0.000940855,0.000940855
112,4694.62,2.30377,2.67061,0.00117,0.94574,0.91236,0.93911,0.50933,2.25672,2.43583,0.00183,0.000934253,0.000934253,0.000934253
113,4737.04,2.29477,2.66165,0.00116,0.9593,0.90143,0.94519,0.51354,2.25375,2.40711,0.00183,0.000927652,0.000927652,0.000927652
114,4779.22,2.30399,2.64356,0.00118,0.93782,0.90444,0.93591,0.51436,2.21931,2.49311,0.00179,0.000921051,0.000921051,0.000921051
115,4821.51,2.27291,2.60531,0.00115,0.93771,0.91041,0.94223,0.51849,2.21544,2.46935,0.0018,0.00091445,0.00091445,0.00091445
116,4864.07,2.27288,2.64322,0.00115,0.93884,0.92016,0.93893,0.51352,2.25006,2.42316,0.00183,0.000907848,0.000907848,0.000907848
117,4906.33,2.28593,2.68273,0.00113,0.95442,0.90071,0.94025,0.51992,2.25977,2.4787,0.00184,0.000901247,0.000901247,0.000901247
118,4948.46,2.25297,2.64623,0.00112,0.95068,0.91051,0.94377,0.51281,2.2481,2.43091,0.00183,0.000894646,0.000894646,0.000894646
119,4990.73,2.25932,2.62284,0.00115,0.94261,0.90233,0.93798,0.5154,2.2346,2.41184,0.00181,0.000888044,0.000888044,0.000888044
120,5032.9,2.2601,2.60078,0.00117,0.95989,0.90034,0.93951,0.51632,2.24323,2.51495,0.00182,0.000881443,0.000881443,0.000881443
121,5075.48,2.27018,2.60879,0.00113,0.95867,0.91456,0.9482,0.51525,2.25924,2.44212,0.00183,0.000874842,0.000874842,0.000874842
122,5117.91,2.27069,2.6394,0.00115,0.94069,0.91829,0.94038,0.51591,2.25333,2.45171,0.00182,0.00086824,0.00086824,0.00086824
123,5160.18,2.25345,2.62917,0.00112,0.93966,0.91665,0.94265,0.52614,2.20536,2.49352,0.00178,0.000861639,0.000861639,0.000861639
124,5202.62,2.24819,2.63263,0.00113,0.95046,0.92199,0.94613,0.52384,2.22433,2.43264,0.00179,0.000855038,0.000855038,0.000855038
125,5245.19,2.27324,2.59405,0.00112,0.94272,0.91097,0.93679,0.50432,2.30671,2.3564,0.0019,0.000848436,0.000848436,0.000848436
126,5287.54,2.25392,2.61138,0.00113,0.93398,0.90404,0.93928,0.50366,2.26587,2.46003,0.00185,0.000841835,0.000841835,0.000841835
127,5329.78,2.23187,2.55256,0.00112,0.94722,0.91434,0.93255,0.50634,2.26652,2.38851,0.00185,0.000835234,0.000835234,0.000835234
128,5372.07,2.26022,2.59842,0.00112,0.93896,0.90966,0.93033,0.5142,2.21449,2.40489,0.00179,0.000828632,0.000828632,0.000828632
129,5414.41,2.24781,2.59252,0.0011,0.93746,0.89525,0.92921,0.51062,2.2536,2.46459,0.00184,0.000822031,0.000822031,0.000822031
130,5456.75,2.24285,2.55459,0.00112,0.93574,0.91195,0.93182,0.51764,2.22768,2.41231,0.00181,0.00081543,0.00081543,0.00081543
131,5498.95,2.24929,2.57808,0.00112,0.95177,0.9144,0.93637,0.50837,2.22765,2.40326,0.00181,0.000808828,0.000808828,0.000808828
132,5541.17,2.22354,2.56334,0.00112,0.93929,0.90004,0.92467,0.51279,2.22338,2.40537,0.0018,0.000802227,0.000802227,0.000802227
133,5583.82,2.22253,2.4914,0.00111,0.9448,0.90713,0.93279,0.50612,2.23464,2.41847,0.00182,0.000795626,0.000795626,0.000795626
134,5626.2,2.22702,2.52271,0.00109,0.94645,0.90241,0.93386,0.51975,2.22258,2.45635,0.00181,0.000789024,0.000789024,0.000789024
135,5668.47,2.23354,2.50696,0.00116,0.94981,0.91482,0.94242,0.52363,2.23759,2.38945,0.00183,0.000782423,0.000782423,0.000782423
136,5710.73,2.2267,2.5263,0.00114,0.93989,0.8947,0.93222,0.52167,2.22029,2.40764,0.00179,0.000775822,0.000775822,0.000775822
137,5753.23,2.22266,2.50894,0.0011,0.93066,0.89935,0.92794,0.5203,2.24686,2.36599,0.00183,0.00076922,0.00076922,0.00076922
138,5795.61,2.23214,2.54101,0.0011,0.94373,0.89338,0.9262,0.52251,2.2201,2.429,0.00181,0.000762619,0.000762619,0.000762619
139,5837.93,2.21189,2.53949,0.00112,0.94653,0.88861,0.9253,0.51096,2.25724,2.46634,0.00183,0.000756018,0.000756018,0.000756018
140,5880.36,2.21219,2.51962,0.0011,0.94821,0.88623,0.93586,0.51617,2.23934,2.46999,0.00182,0.000749417,0.000749417,0.000749417
141,5922.68,2.19914,2.47649,0.00108,0.94884,0.91295,0.93839,0.52187,2.23654,2.3401,0.00182,0.000742815,0.000742815,0.000742815
142,5965.22,2.23452,2.52068,0.00111,0.94716,0.91504,0.93535,0.51572,2.23526,2.3724,0.00182,0.000736214,0.000736214,0.000736214
143,6007.88,2.19359,2.46712,0.0011,0.94562,0.90862,0.92765,0.51478,2.21833,2.4094,0.0018,0.000729613,0.000729613,0.000729613
144,6050.16,2.17877,2.4692,0.00108,0.94335,0.89179,0.91688,0.51592,2.23109,2.40576,0.00182,0.000723011,0.000723011,0.000723011
145,6092.55,2.19507,2.48335,0.00109,0.93459,0.90675,0.93354,0.51355,2.23002,2.46698,0.00181,0.00071641,0.00071641,0.00071641
146,6135,2.20506,2.48861,0.00109,0.94644,0.90176,0.92417,0.51226,2.24448,2.35893,0.00182,0.000709809,0.000709809,0.000709809
147,6177.3,2.17557,2.42326,0.00109,0.95221,0.912,0.93659,0.51394,2.22663,2.37009,0.0018,0.000703207,0.000703207,0.000703207
148,6219.73,2.18348,2.46587,0.00109,0.9394,0.91124,0.9254,0.507,2.2351,2.41733,0.00182,0.000696606,0.000696606,0.000696606
149,6262.09,2.17529,2.48608,0.00109,0.93253,0.91301,0.93309,0.51456,2.23826,2.39253,0.00183,0.000690005,0.000690005,0.000690005
150,6304.68,2.16765,2.45655,0.00108,0.942,0.90004,0.93697,0.51283,2.23065,2.40965,0.00181,0.000683403,0.000683403,0.000683403
151,6347.08,2.15918,2.432,0.00109,0.94799,0.90142,0.93756,0.52158,2.21192,2.41723,0.0018,0.000676802,0.000676802,0.000676802
152,6389.19,2.13403,2.44917,0.00107,0.94545,0.91271,0.94046,0.51851,2.23396,2.4252,0.00183,0.000670201,0.000670201,0.000670201
153,6431.7,2.168,2.42347,0.00107,0.9509,0.90732,0.94172,0.52127,2.20763,2.36764,0.00179,0.000663599,0.000663599,0.000663599
154,6474.22,2.19238,2.47103,0.00107,0.94775,0.90961,0.93892,0.51901,2.2081,2.39013,0.00179,0.000656998,0.000656998,0.000656998
155,6516.48,2.16728,2.42367,0.00107,0.93504,0.90457,0.93316,0.5123,2.22344,2.42229,0.00181,0.000650397,0.000650397,0.000650397
156,6558.83,2.16106,2.41033,0.00109,0.96332,0.91032,0.94343,0.52398,2.22388,2.37154,0.00181,0.000643795,0.000643795,0.000643795
157,6601.7,2.15925,2.42771,0.00106,0.95761,0.91215,0.9367,0.51851,2.23602,2.38942,0.00182,0.000637194,0.000637194,0.000637194
158,6644.17,2.1475,2.40597,0.00103,0.95394,0.90714,0.93624,0.51726,2.22716,2.4079,0.00181,0.000630593,0.000630593,0.000630593
159,6686.53,2.12242,2.37475,0.00105,0.95574,0.91024,0.93715,0.51117,2.25248,2.37526,0.00183,0.000623991,0.000623991,0.000623991
160,6728.95,2.1468,2.41844,0.00105,0.94737,0.90604,0.93068,0.5144,2.21715,2.35726,0.00181,0.00061739,0.00061739,0.00061739
161,6771.17,2.14411,2.36749,0.00105,0.95187,0.9017,0.933,0.51832,2.21919,2.34419,0.00181,0.000610789,0.000610789,0.000610789
162,6813.42,2.11709,2.36311,0.00105,0.94897,0.90631,0.92471,0.52339,2.20211,2.33832,0.00179,0.000604187,0.000604187,0.000604187
163,6855.8,2.1151,2.34374,0.00105,0.95205,0.91923,0.93238,0.52404,2.21355,2.36536,0.0018,0.000597586,0.000597586,0.000597586
164,6898.33,2.13211,2.34626,0.00104,0.94336,0.91404,0.91965,0.51866,2.19856,2.39465,0.00178,0.000590985,0.000590985,0.000590985
165,6940.6,2.132,2.35937,0.00107,0.9628,0.90722,0.92733,0.51519,2.22348,2.35169,0.00181,0.000584384,0.000584384,0.000584384
166,6983.37,2.13497,2.37244,0.00103,0.93879,0.91784,0.93153,0.52433,2.20678,2.40515,0.00179,0.000577782,0.000577782,0.000577782
167,7025.64,2.13448,2.34136,0.00105,0.94668,0.92873,0.94847,0.52521,2.21914,2.35198,0.0018,0.000571181,0.000571181,0.000571181
168,7067.92,2.11548,2.3681,0.00104,0.94598,0.90809,0.9361,0.5219,2.20618,2.35334,0.00179,0.00056458,0.00056458,0.00056458
169,7110.84,2.12113,2.34425,0.00105,0.93621,0.9175,0.9401,0.52655,2.21819,2.36799,0.0018,0.000557978,0.000557978,0.000557978
170,7153.43,2.12666,2.35131,0.00105,0.95466,0.91353,0.934,0.53044,2.1967,2.36554,0.00178,0.000551377,0.000551377,0.000551377
171,7195.92,2.07421,2.2924,0.00103,0.95719,0.91812,0.93937,0.52769,2.20866,2.34989,0.0018,0.000544776,0.000544776,0.000544776
172,7238.45,2.08835,2.30914,0.00103,0.94757,0.91172,0.93538,0.52442,2.19906,2.31038,0.00178,0.000538174,0.000538174,0.000538174
173,7280.99,2.07398,2.27096,0.001,0.95128,0.91662,0.93489,0.52422,2.21445,2.36188,0.0018,0.000531573,0.000531573,0.000531573
174,7323.44,2.08893,2.29334,0.00102,0.94314,0.91257,0.92813,0.52315,2.20985,2.40471,0.0018,0.000524972,0.000524972,0.000524972
175,7366.16,2.08285,2.29962,0.00104,0.96475,0.89964,0.93369,0.52467,2.19417,2.37306,0.00179,0.00051837,0.00051837,0.00051837
176,7408.62,2.08425,2.2803,0.00103,0.93504,0.9134,0.92593,0.52039,2.20371,2.42433,0.00178,0.000511769,0.000511769,0.000511769
177,7451.38,2.07913,2.27473,0.001,0.94911,0.91179,0.93493,0.52839,2.18509,2.39819,0.00177,0.000505168,0.000505168,0.000505168
178,7494.01,2.06377,2.26727,0.00101,0.93567,0.92335,0.93447,0.52052,2.20924,2.38109,0.0018,0.000498566,0.000498566,0.000498566
179,7536.35,2.05478,2.26108,0.001,0.9573,0.9182,0.94421,0.52715,2.17905,2.36908,0.00176,0.000491965,0.000491965,0.000491965
180,7578.86,2.06396,2.27122,0.00103,0.9553,0.92177,0.9471,0.52863,2.18268,2.37326,0.00177,0.000485364,0.000485364,0.000485364
181,7621.5,2.07038,2.29535,0.00102,0.93917,0.91133,0.93768,0.52405,2.18795,2.35008,0.00178,0.000478762,0.000478762,0.000478762
182,7663.76,2.05102,2.26958,0.00104,0.93857,0.91651,0.92576,0.52728,2.16927,2.34481,0.00175,0.000472161,0.000472161,0.000472161
183,7705.95,2.06501,2.26191,0.001,0.9501,0.92133,0.94369,0.52837,2.18376,2.34519,0.00177,0.00046556,0.00046556,0.00046556
184,7748.35,2.06503,2.27703,0.00103,0.94652,0.92759,0.94387,0.52906,2.20387,2.32283,0.00179,0.000458958,0.000458958,0.000458958
